Time,Symbol,Side,Entry Price,Exit Price,Size,Leverage,P&L,P&L %,Fees,Exit Reason,Duration (s)
"2025-12-13T14:25:47.714920","BNB/USDT","short","881.24","890.73","0.30638645544913984","10","-3.1236","-10.77","0.2160","signal_reversal","71115"
"2025-12-13T13:24:11.786021","ETH/USDT","short","3084.38","3103.62","0.0875378520156401","10","-1.9002","-6.24","0.2160","signal_reversal","58125"
"2025-12-13T11:45:28.805343","BTC/USDT","short","90150.8","90301","0.0029949817417039004","10","-0.6658","-1.67","0.2160","signal_reversal","52978"
"2025-12-13T10:48:53.136477","DOGE/USDT","long","0.13674","0.13948","493.6375603334796","10","1.3521","20.04","0.0275","take_profit_1","68767"
"2025-12-13T09:30:55.007469","ZEC/USDT","long","464.87","454.54","0.5808075375911546","10","-6.2157","-22.22","0.2160","SL Hit","3836"
"2025-12-13T08:23:01.406912","AVAX/USDT","short","13.178","13.442","20.488693276673242","10","-5.6250","-20.03","0.2160","SL Hit","49312"
"2025-12-13T08:18:35.054333","DOT/USDT","short","2.004","2.045","134.7305389221557","10","-5.7400","-20.46","0.2160","SL Hit","49008"
"2025-12-13T08:16:07.457011","LINK/USDT","short","13.559","13.843","19.912972933107163","10","-5.8713","-20.95","0.2160","SL Hit","44499"
"2025-12-13T03:44:54.032328","JUP/USDT","long","0.2005","0.2046","336.6583541147132","10","1.3810","20.45","0.0276","take_profit_1","40294"
"2025-12-12T21:15:19.527243","BCH/USDT","long","579.4","578.82","0.4659993096306524","10","-0.4863","-1.00","0.2160","signal_reversal","52936"
"2025-12-12T21:02:24.730635","ZEC/USDT","long","456.73","457.11","0.591158890372868","10","0.0086","0.83","0.2160","signal_reversal","20063"
"2025-12-12T18:50:11.636312","XRP/USDT","short","2.0229","2.0235","100.10381135992883","10","-0.2491","-0.30","0.1890","Breakeven SL","83537"
"2025-12-12T18:42:21.852904","ADA/USDT","long","0.4068","0.4153","165.92920353982302","10","1.4123","20.89","0.0276","take_profit_1","7668"
"2025-12-12T17:07:53.621151","AVAX/USDT","short","13.582","12.991","9.939625975555881","10","5.7123","43.51","0.1620","TSL Hit","14883"
"2025-12-12T16:27:39.723998","ADA/USDT","short","0.4255","0.4107","317.27379553466506","10","4.5337","34.78","0.1620","TSL Hit","69020"
"2025-12-12T16:27:39.139850","JUP/USDT","short","0.2195","0.2025","307.51708428246013","10","5.0928","77.45","0.1350","TSL Hit","69559"
"2025-12-12T16:22:00.780337","SUI/USDT","long","1.5728","1.5392","171.66836215666328","10","-5.9841","-21.36","0.2160","SL Hit","2760"
"2025-12-12T16:19:26.323303","FIL/USDT","long","1.345","1.317","200.74349442379182","10","-5.8368","-20.82","0.2160","SL Hit","3008"
"2025-12-12T15:58:31.797602","LTC/USDT","long","83.09","81.23","3.249488506438801","10","-6.2600","-22.39","0.2160","SL Hit","1792"
"2025-12-12T15:58:29.214191","ADA/USDT","short","0.4255","0.4078","158.63689776733256","10","2.6652","41.60","0.0259","take_profit_2","67269"
"2025-12-12T15:58:27.734704","XRP/USDT","short","2.0229","1.9804","33.367937119976276","10","1.3619","21.01","0.0264","take_profit_1","73233"
"2025-12-12T15:52:26.295616","AVAX/USDT","short","13.582","13.033","4.969812987777941","10","2.5922","40.42","0.0259","take_profit_2","10356"
"2025-12-12T15:42:40.554232","LINK/USDT","long","13.913","13.619","19.406310644720765","10","-5.9215","-21.13","0.2160","SL Hit","917"
"2025-12-12T15:35:54.071750","DOGE/USDT","long","0.14017","0.13728","1926.2324320468006","10","-5.7828","-20.62","0.2160","SL Hit","53388"
"2025-12-12T15:34:39.460863","JUP/USDT","short","0.2195","0.2058","307.51708428246013","10","3.9247","62.41","0.0253","take_profit_3","66379"
"2025-12-12T15:28:34.098465","AAVE/USDT","long","203","198.46","1.3300492610837438","10","-6.2544","-22.36","0.2160","SL Hit","35201"
"2025-12-12T15:28:33.721456","DOT/USDT","long","2.058","2.016","131.19533527696794","10","-5.7262","-20.41","0.2160","SL Hit","52910"
"2025-12-12T15:28:32.408952","ADA/USDT","short","0.4255","0.4157","158.63689776733256","10","1.4925","23.03","0.0264","take_profit_1","65472"
"2025-12-12T15:27:20.842646","BNB/USDT","short","887.84","885.58","0.30410884844116054","10","0.4713","2.55","0.2160","signal_reversal","9109"
"2025-12-12T15:27:18.834823","SOL/USDT","long","136.32","135.97","1.485475352112676","10","-0.7089","-2.57","0.1890","Breakeven SL","52756"
"2025-12-12T15:26:44.263177","AVAX/USDT","short","13.582","13.292","4.969812987777941","10","1.3840","21.35","0.0264","take_profit_1","8814"
"2025-12-12T15:04:13.048626","JUP/USDT","short","0.2195","0.2103","307.51708428246013","10","2.6847","41.91","0.0259","take_profit_2","64553"
"2025-12-12T12:59:44.633594","BTC/USDT","long","92278.7","92382.1","0.0029259189823870515","10","0.0865","1.12","0.2160","signal_reversal","44054"
"2025-12-12T12:55:29.197372","ETH/USDT","long","3215.08","3245.91","0.08397924779476716","10","2.3731","9.59","0.2160","signal_reversal","43319"
"2025-12-12T06:32:57.942197","ZEC/USDT","long","450.28","449.61","0.4497201741138847","10","-0.4903","-1.49","0.1890","Breakeven SL","23541"
"2025-12-12T06:00:43.218170","SOL/USDT","long","136.32","139.11","0.4951584507042254","10","1.3822","20.47","0.0276","take_profit_1","18761"
"2025-12-12T05:41:45.988837","NEAR/USDT","short","1.698","1.698","119.25795053003533","10","-0.1890","0.00","0.1890","Breakeven SL","30613"
"2025-12-12T01:22:04.675369","ZEC/USDT","long","450.28","459.37","0.14990672470462824","10","1.3626","20.19","0.0275","take_profit_1","4887"
"2025-12-12T00:53:22.523307","AAVE/USDT","long","189.24","202.36","0.3566899175649969","10","4.5448","69.33","0.1350","TSL Hit","35689"
"2025-12-12T00:48:33.655413","JUP/USDT","short","0.2195","0.215","307.51708428246013","10","1.3290","20.50","0.0264","take_profit_1","13214"
"2025-12-12T00:45:25.181413","ETH/USDT","short","3200.39","3229.29","0.08436471804998766","10","-2.6541","-9.03","0.2160","signal_reversal","33566"
"2025-12-12T00:06:13.699700","NEAR/USDT","short","1.698","1.662","39.75265017667844","10","1.3743","21.20","0.0264","take_profit_1","10480"
"2025-12-12T00:00:30.481870","AAVE/USDT","long","189.24","202.49","0.3566899175649968","10","5.0282","70.02","0.0289","take_profit_3","32517"
"2025-12-12T00:00:30.021084","BCH/USDT","short","558.76","573.74","0.48321282840575563","10","-7.4545","-26.81","0.2160","SL Hit","69968"
"2025-12-11T21:17:52.659536","DOGE/USDT","short","0.13894","0.14181","1943.2848711674103","10","-5.7932","-20.66","0.2160","SL Hit","6465"
"2025-12-11T21:17:50.447647","LTC/USDT","short","81.47","83.1","3.3141033509267217","10","-5.6180","-20.01","0.2160","SL Hit","57318"
"2025-12-11T21:08:52.509144","AVAX/USDT","short","13.145","13.437","20.540129326740207","10","-6.2137","-22.21","0.2160","SL Hit","10496"
"2025-12-11T21:07:34.763973","AAVE/USDT","long","189.24","196.95","0.3566899175649968","10","2.8340","40.74","0.0281","take_profit_2","22141"
"2025-12-11T21:07:34.325063","BTC/USDT","short","90165.6","91974.4","0.0029944901381458115","10","-5.6324","-20.06","0.2160","SL Hit","53273"
"2025-12-11T20:57:09.683186","LINK/USDT","short","13.647","13.932","19.784568036931194","10","-5.8546","-20.88","0.2160","SL Hit","56039"
"2025-12-11T20:42:11.152788","NEAR/USDT","short","1.688","1.689","119.96445497630333","10","-0.3090","-0.59","0.1890","Breakeven SL","56482"
"2025-12-11T18:43:42.789228","XRP/USDT","short","2.1078","2.0128","64.04782237403927","10","5.9225","45.07","0.1620","TSL Hit","80814"
"2025-12-11T18:43:42.389436","DOGE/USDT","short","0.14736","0.13851","458.0618892508144","10","3.9188","60.06","0.1350","TSL Hit","84906"
"2025-12-11T18:13:52.823821","SOL/USDT","short","130.72","133.37","2.065483476132191","10","-5.6895","-20.27","0.2160","SL Hit","36248"
"2025-12-11T16:46:31.077939","AAVE/USDT","long","189.24","193.04","0.3566899175649968","10","1.3551","20.08","0.0275","take_profit_1","6478"
"2025-12-11T15:25:54.052041","SUI/USDT","short","1.559","1.5596","129.89095574085954","10","-0.2669","-0.38","0.1890","Breakeven SL","38045"
"2025-12-11T14:53:20.783654","AAVE/USDT","short","190.52","189","1.4171740499685073","10","1.9381","7.98","0.2160","signal_reversal","34286"
"2025-12-11T14:31:24.722347","SUI/USDT","short","1.559","1.5232","43.29698524695318","10","1.4881","22.96","0.0264","take_profit_1","34775"
"2025-12-11T10:19:24.061273","NEAR/USDT","short","1.688","1.654","39.98815165876778","10","1.3058","20.14","0.0265","take_profit_1","19115"
"2025-12-11T08:09:38.249230","ADA/USDT","short","0.4716","0.424","143.12977099236642","10","6.1010","100.93","0.0243","take_profit_4","42843"
"2025-12-11T06:19:36.721655","ZEC/USDT","short","404.71","413.75","0.6671443749845569","10","-6.2470","-22.34","0.2160","SL Hit","5643"
"2025-12-11T04:38:40.230317","ZEC/USDT","short","399.81","407.85","0.6753207773692503","10","-5.6456","-20.11","0.2160","SL Hit","6972"
"2025-12-11T02:17:05.654039","DOGE/USDT","short","0.14736","0.13842","458.0618892508144","10","3.8213","60.67","0.0254","take_profit_3","25709"
"2025-12-11T02:00:23.711837","BTC/USDT","long","92465.1","90531.7","0.0029200206348124857","10","-5.8616","-20.91","0.2160","SL Hit","18200"
"2025-12-11T01:03:57.824637","ADA/USDT","short","0.4716","0.4418","143.12977099236642","10","3.9705","63.19","0.0253","take_profit_3","17303"
"2025-12-11T00:52:52.023292","BNB/USDT","long","899.36","881.33","0.30021348514499197","10","-5.6288","-20.05","0.2160","SL Hit","6448"
"2025-12-11T00:52:15.414722","BCH/USDT","long","572.81","560.45","0.4713604860250345","10","-6.0420","-21.58","0.2160","SL Hit","4598"
"2025-12-11T00:50:58.851047","LTC/USDT","long","84.42","82.73","3.1982942430703623","10","-5.6211","-20.02","0.2160","SL Hit","9383"
"2025-12-11T00:49:41.299693","XRP/USDT","short","2.1078","2.0219","32.02391118701964","10","2.6128","40.75","0.0259","take_profit_2","16373"
"2025-12-11T00:43:13.534279","DOGE/USDT","short","0.14736","0.14146","458.0618892508144","10","2.5684","40.04","0.0259","take_profit_2","20077"
"2025-12-11T00:20:43.651418","ETH/USDT","long","3316.5","3315.76","0.06105834464043419","10","-0.2342","-0.22","0.1890","Breakeven SL","87626"
"2025-12-10T23:30:25.733121","BCH/USDT","short","579.84","572.88","0.4656456953642384","10","3.0249","12.00","0.2160","signal_reversal","170706"
"2025-12-10T23:00:12.109028","BNB/USDT","short","899.35","898.88","0.3002168232612442","10","-0.0749","0.52","0.2160","signal_reversal","168002"
"2025-12-10T22:40:17.226990","JUP/USDT","short","0.2369","0.2289","569.8607007176024","10","4.3969","33.77","0.1620","TSL Hit","8870"
"2025-12-10T22:18:50.306542","AVAX/USDT","long","14.42","14.125","18.723994452149793","10","-5.7396","-20.46","0.2160","SL Hit","5057"
"2025-12-10T22:18:48.906070","ADA/USDT","short","0.4716","0.4525","143.12977099236642","10","2.5972","40.50","0.0259","take_profit_2","7394"
"2025-12-10T22:14:33.004848","DOT/USDT","long","2.243","2.197","120.37449843958984","10","-5.7532","-20.51","0.2160","SL Hit","4686"
"2025-12-10T22:13:53.410514","JUP/USDT","short","0.2369","0.2272","284.9303503588012","10","2.6248","40.95","0.0259","take_profit_2","7286"
"2025-12-10T21:59:14.046911","DOGE/USDT","short","0.14736","0.14434","458.0618892508144","10","1.3285","20.49","0.0264","take_profit_1","10237"
"2025-12-10T20:54:29.513904","JUP/USDT","short","0.2369","0.232","284.9303503588012","10","1.3408","20.68","0.0264","take_profit_1","2522"
"2025-12-10T20:53:52.592868","ADA/USDT","short","0.4716","0.4618","143.12977099236642","10","1.3471","20.78","0.0264","take_profit_1","2297"
"2025-12-10T20:52:00.183811","XRP/USDT","short","2.1078","2.0654","32.02391118701964","10","1.3040","20.12","0.0265","take_profit_1","2112"
"2025-12-10T20:51:58.552211","AAVE/USDT","long","201.01","200.84","1.0074125665389781","10","-0.3603","-0.85","0.1890","Breakeven SL","4178"
"2025-12-10T20:51:55.608240","BTC/USDT","long","90590","92888.2","0.001490230709791368","10","3.2628","25.37","0.1620","TSL Hit","161500"
"2025-12-10T20:16:42.311583","BTC/USDT","long","90590","94330.1","0.0007451153548956839","10","2.8737","41.29","0.0281","take_profit_2","159387"
"2025-12-10T20:14:55.331331","NEAR/USDT","short","1.804","1.845","149.66740576496673","10","-6.3524","-22.73","0.2160","SL Hit","3864"
"2025-12-10T20:14:54.958609","DOT/USDT","short","2.256","2.302","119.68085106382979","10","-5.7213","-20.39","0.2160","SL Hit","3941"
"2025-12-10T20:13:39.258432","AAVE/USDT","long","201.01","205.13","0.33580418884632607","10","1.3843","20.50","0.0276","take_profit_1","1879"
"2025-12-10T20:13:37.829238","FIL/USDT","short","1.508","1.54","179.0450928381963","10","-5.9454","-21.22","0.2160","SL Hit","3826"
"2025-12-10T20:12:20.527605","SUI/USDT","short","1.656","1.6895","163.04347826086956","10","-5.6780","-20.23","0.2160","SL Hit","3859"
"2025-12-10T19:42:11.832783","ZEC/USDT","long","404.82","425.33","0.16674077367718987","10","3.2849","50.66","0.1350","TSL Hit","157279"
"2025-12-10T19:10:24.633359","ETH/USDT","long","3316.5","3387.69","0.0203527815468114","10","1.4524","21.47","0.0276","take_profit_1","69007"
"2025-12-10T19:08:31.815268","ZEC/USDT","long","404.82","429.36","0.16674077367718987","10","4.3112","60.62","0.0286","take_profit_3","155259"
"2025-12-10T00:00:14.110941","ZEC/USDT","long","404.82","433.23","0.16674077367718987","10","5.0407","70.18","0.0289","take_profit_2","86362"
"2025-12-10T00:00:13.374564","BTC/USDT","long","90590","92629.2","0.0007451153548956839","10","1.5260","22.51","0.0276","take_profit_1","86398"
"2025-12-10T00:00:13.006797","NEAR/USDT","short","1.737","1.81","155.440414507772","10","-11.5632","-42.03","0.2160","SL Hit","166816"
"2025-12-10T00:00:12.626053","DOGE/USDT","short","0.14062","0.14792","1920.0682690940123","10","-14.2325","-51.91","0.2160","SL Hit","167293"
"2025-12-10T00:00:12.226732","SOL/USDT","short","132.72","137.75","2.034358047016275","10","-10.4488","-37.90","0.2160","SL Hit","167624"
"2025-12-10T00:00:11.796799","AAVE/USDT","short","189.12","202.31","1.4276649746192893","10","-19.0469","-69.74","0.2160","SL Hit","168773"
"2025-12-09T00:21:56.964073","ETH/USDT","short","3078.3","3140.6","0.08771074943962576","10","-5.6804","-20.24","0.2160","SL Hit","83415"
"2025-12-09T00:17:35.323904","JUP/USDT","short","0.2229","0.2274","1211.305518169583","10","-5.6669","-20.19","0.2160","SL Hit","80944"
"2025-12-09T00:15:37.522782","ADA/USDT","short","0.4257","0.4343","634.2494714587738","10","-5.6705","-20.20","0.2160","SL Hit","81379"
"2025-12-09T00:12:35.350529","ZEC/USDT","long","404.82","413.13","0.16674077367718987","10","1.3865","20.53","0.0276","take_profit_1","703"
"2025-12-09T00:00:10.886106","LTC/USDT","short","81.66","83.82","3.3063923585598824","10","-7.3578","-26.45","0.2160","SL Hit","81648"
"2025-12-09T00:00:09.182171","BCH/USDT","long","593.91","578.76","0.4546143355053796","10","-7.1034","-25.51","0.2160","SL Hit","82635"
"2025-12-08T05:03:24.655858","BNB/USDT","short","897.53","901.52","0.3008255991443183","10","-1.4163","-4.45","0.2160","signal_reversal","16170"
"2025-12-08T01:48:21.901619","ZEC/USDT","short","343.6","350.58","0.7857974388824214","10","-5.7009","-20.31","0.2160","SL Hit","6331"
"2025-12-08T01:39:11.788021","LINK/USDT","short","13.724","14.014","19.67356455843777","10","-5.9213","-21.13","0.2160","SL Hit","30165"
"2025-12-08T01:39:11.370213","AVAX/USDT","short","13.355","13.63","20.217147135904156","10","-5.7757","-20.59","0.2160","SL Hit","33819"
"2025-12-08T01:31:51.818099","BTC/USDT","short","89473.8","91265.8","0.003017643153638272","10","-5.6236","-20.03","0.2160","SL Hit","45675"
"2025-12-08T00:00:57.770559","DOGE/USDT","long","0.13491","0.13841","1000.6671114076049","10","3.3403","25.94","0.1620","TSL Hit","34526"
"2025-12-08T00:00:21.062468","JUP/USDT","long","0.2147","0.22","628.7843502561714","10","3.1706","24.69","0.1620","TSL Hit","33169"
"2025-12-07T17:25:12.822260","BCH/USDT","short","576.94","588.81","0.46798627240267615","10","-5.7710","-20.57","0.2160","SL Hit","6414"
"2025-12-07T17:25:11.299519","DOGE/USDT","long","0.13491","0.14054","500.3335557038025","10","2.9063","41.73","0.0281","take_profit_2","10779"
"2025-12-07T17:22:44.660108","ETH/USDT","short","3017.7","3078.36","0.08947211452430659","10","-5.6434","-20.10","0.2160","SL Hit","5209"
"2025-12-07T17:22:41.700138","XRP/USDT","short","2.0318","2.0726","132.8870951865341","10","-5.6378","-20.08","0.2160","SL Hit","62989"
"2025-12-07T17:22:05.210185","JUP/USDT","long","0.2147","0.2235","314.3921751280857","10","2.8519","40.99","0.0281","take_profit_2","9273"
"2025-12-07T17:18:54.848847","AAVE/USDT","short","188.79","189.14","1.072620371841729","10","-0.5644","-1.85","0.1890","Breakeven SL","16322"
"2025-12-07T17:16:57.739076","SOL/USDT","short","132.34","132.83","1.530149614628986","10","-0.9388","-3.70","0.1890","Breakeven SL","23083"
"2025-12-07T17:16:22.432292","BNB/USDT","short","894.24","894.99","0.22644927536231885","10","-0.3588","-0.84","0.1890","Breakeven SL","15909"
"2025-12-07T16:15:29.517946","ZEC/USDT","long","337.35","337.3","0.6002667852378835","10","-0.2190","-0.15","0.1890","Breakeven SL","3947"
"2025-12-07T16:05:45.325703","ZEC/USDT","long","337.35","344.49","0.20008892841262782","10","1.4313","21.16","0.0276","take_profit_1","3363"
"2025-12-07T15:55:50.392987","ADA/USDT","short","0.4174","0.4179","485.1461427886919","10","-0.4316","-1.20","0.1890","Breakeven SL","11374"
"2025-12-07T15:54:40.691977","JUP/USDT","long","0.2147","0.219","314.3921751280857","10","1.3514","20.03","0.0275","take_profit_1","4028"
"2025-12-07T15:54:39.860190","DOGE/USDT","long","0.13491","0.13781","500.3335557038025","10","1.4546","21.50","0.0276","take_profit_1","5348"
"2025-12-07T15:07:42.622359","SUI/USDT","short","1.5936","1.5375","84.71385542168676","10","4.5904","35.20","0.1620","TSL Hit","8338"
"2025-12-07T15:04:32.020753","ZEC/USDT","long","341.8","333.39","0.7899356348741954","10","-6.8594","-24.61","0.2160","SL Hit","2303"
"2025-12-07T14:47:22.862110","LTC/USDT","long","81.67","80.02","3.3059875107138486","10","-5.6709","-20.20","0.2160","SL Hit","59596"
"2025-12-07T14:25:30.616261","BNB/USDT","short","894.24","873.24","0.07548309178743962","10","1.5216","23.48","0.0264","take_profit_1","5657"
"2025-12-07T14:25:29.236469","SUI/USDT","short","1.5936","1.5162","42.35692771084338","10","3.0935","48.57","0.0257","take_profit_2","5804"
"2025-12-07T14:25:28.499792","AAVE/USDT","short","188.79","183.64","0.357540123947243","10","1.7648","27.28","0.0263","take_profit_1","5915"
"2025-12-07T14:25:27.758121","ADA/USDT","short","0.4174","0.4056","161.71538092956396","10","1.8281","28.27","0.0262","take_profit_1","5952"
"2025-12-07T14:25:26.736747","DOT/USDT","long","2.094","2.037","128.93982808022923","10","-7.5656","-27.22","0.2160","SL Hit","15415"
"2025-12-07T14:25:26.352040","ETH/USDT","long","3044.83","2910.63","0.0886749013902254","10","-12.1162","-44.07","0.2160","SL Hit","28825"
"2025-12-07T14:24:50.975709","SOL/USDT","short","132.34","129.61","0.5100498715429953","10","1.3373","20.63","0.0264","take_profit_1","12756"
"2025-12-07T13:39:02.992386","SUI/USDT","short","1.5936","1.5606","42.35692771084338","10","1.3424","20.71","0.0264","take_profit_1","3018"
"2025-12-07T12:49:52.449033","LINK/USDT","long","13.928","13.923","19.38541068351522","10","-0.3129","-0.36","0.2160","signal_reversal","52752"
"2025-12-07T12:48:38.268826","AVAX/USDT","long","13.363","13.414","20.205043777594852","10","0.8145","3.82","0.2160","signal_reversal","52543"
"2025-12-07T12:48:37.556446","DOGE/USDT","long","0.1395","0.1398","1935.4838709677417","10","0.3646","2.15","0.2160","signal_reversal","52577"
"2025-12-07T12:45:33.711911","BTC/USDT","long","89517.7","89372.2","0.0030161632839092157","10","-0.6549","-1.63","0.2160","signal_reversal","20449"
"2025-12-07T12:45:29.823800","BNB/USDT","long","892.76","892.48","0.30243290470003137","10","-0.3007","-0.31","0.2160","signal_reversal","52457"
"2025-12-07T10:52:10.751957","AAVE/USDT","long","187.66","188.98","1.438772247681978","10","1.6832","7.03","0.2160","signal_reversal","45447"
"2025-12-07T10:03:20.101646","DOT/USDT","long","2.139","2.096","126.2272089761571","10","-5.6438","-20.10","0.2160","SL Hit","42441"
"2025-12-07T07:02:07.372492","SOL/USDT","short","132.5","132.98","2.0377358490566038","10","-1.1941","-3.62","0.2160","signal_reversal","31413"
"2025-12-07T06:19:46.130106","ETH/USDT","short","3041.09","3045.19","0.08878395575270709","10","-0.5800","-1.35","0.2160","signal_reversal","29176"
"2025-12-06T23:52:46.297870","ZEC/USDT","short","334.55","342.85","0.807054251980272","10","-6.9146","-24.81","0.2160","SL Hit","6060"
"2025-12-06T22:09:12.632160","BNB/USDT","long","892.72","892.71","0.15122322788780357","5","-0.1095","-0.01","0.1080","manual_close","139"
"2025-12-06T22:09:12.541313","LTC/USDT","long","81.85","81.75","1.649358582773366","5","-0.2729","-0.61","0.1080","manual_close","1420"
"2025-12-06T22:09:12.448893","ETH/USDT","short","3042.49","3039.44","0.0443715509336103","5","0.0273","0.50","0.1080","manual_close","2272"
"2025-12-06T22:09:12.364572","DOT/USDT","long","2.137","2.137","63.172671970051475","5","-0.1080","0.00","0.1080","manual_close","2308"
"2025-12-06T22:09:12.239392","LINK/USDT","long","13.934","13.932","9.688531649203387","5","-0.1274","-0.07","0.1080","manual_close","2615"
"2025-12-06T22:09:12.111584","JUP/USDT","long","0.2286","0.2278","590.5511811023622","5","-0.5804","-1.75","0.1080","manual_close","3074"
"2025-12-06T22:09:12.002674","AVAX/USDT","long","13.359","13.401","10.105546822366943","5","0.3164","1.57","0.1080","manual_close","3224"
"2025-12-06T22:09:11.896096","AAVE/USDT","long","188.27","187.39","0.717055292930366","5","-0.7390","-2.34","0.1080","manual_close","3259"
"2025-12-06T22:09:11.801158","BCH/USDT","long","586.52","586.28","0.23017117915842597","5","-0.1632","-0.20","0.1080","manual_close","3296"
"2025-12-06T22:09:11.638562","ZEC/USDT","short","333.95","334.96","0.4042521335529271","5","-0.5163","-1.51","0.1080","manual_close","3331"
"2025-12-06T20:29:18.825090","AAVE/USDT","long","187.38","187.38","0.7204610951008645","5","-0.1080","0.00","0.1080","manual_close","4"
"2025-12-06T20:28:49.753173","AVAX/USDT","long","13.334","13.334","10.124493775311235","5","-0.1080","0.00","0.1080","manual_close","7"
"2025-12-06T20:28:16.685160","BNB/USDT","long","892.2","892.2","0.15131136516476126","5","-0.1080","0.00","0.1080","manual_close","5"
"2025-12-06T20:28:05.711357","SOL/USDT","long","133","132.22","1.0150375939849625","5","-0.8997","-2.93","0.1080","manual_close","7296"
"2025-12-06T20:28:05.598948","BTC/USDT","long","89690.5","89408.9","0.0015051761334812495","5","-0.5319","-1.57","0.1080","manual_close","7663"
"2025-12-06T20:28:05.514636","ZEC/USDT","short","341.99","332.11","0.2960612883417644","5","2.8306","14.44","0.0945","manual_close","20111"
"2025-12-06T20:28:05.439403","XRP/USDT","short","2.0451","2.027","66.0114419832771","5","1.0868","4.43","0.1080","manual_close","22162"
"2025-12-06T20:28:05.364594","NEAR/USDT","short","1.724","1.712","78.3062645011601","5","0.8317","3.48","0.1080","manual_close","24943"
"2025-12-06T20:28:05.269382","BCH/USDT","long","573.88","586.99","0.17643061267163868","5","2.2185","11.42","0.0945","manual_close","43596"
"2025-12-06T20:28:05.161602","SUI/USDT","long","1.5276","1.5449","66.28043990573448","5","1.0522","5.66","0.0945","manual_close","46738"
